start	end	type	unit	value	param
156655	45	has	usd	4.95	
156655	20	has		option	
156655	10	has			
156655	49	has		4.45	
156654	156655	contains_item			
156655	96580	token			
156655	96582	has_token			
156656	45	has	usd	5.95	
156656	20	has		option	
156656	10	has			
156656	49	has		5.45	
156654	156656	contains_item			
156656	11266	token			
156656	11268	has_token			
156656	11269	has_token			
156657	45	has	usd	5.95	
156657	20	has		option	
156657	10	has			
156657	49	has		5.45	
156654	156657	contains_item			
156657	6537	token			
156657	6539	has_token			
156657	6540	has_token			
156658	10	has			
156658	45	has	usd	5.75	
156658	46	has		1	
156658	47	has		25	
156658	48	has		1	
156658	20	has		item	
156658	49	has		6.75	
156635	156658	says			
155224	156658	has_obtainable			
156658	156659	token			
156658	156661	has_token			
156658	156662	has_token			
156658	156663	has_token			
156658	156664	has_token			
156659	156660	CommandNet>Relation			
156660	156661	CommandNet>Relation			
156660	156662	CommandNet>Relation			
156660	156663	CommandNet>Relation			
156660	156664	CommandNet>Relation			
156665	50	has		1	
156665	20	has		price group	
156665	10	has			
156665	51	has		1	
156658	156665	contains_group			
156666	45	has	usd	5.75	
156666	20	has		option	
156666	10	has			
156666	49	has		5.25	
156665	156666	contains_item			
156666	96580	token			
156666	96582	has_token			
156667	45	has	usd	6.75	
156667	20	has		option	
156667	10	has			
156667	49	has		6.25	
156665	156667	contains_item			
156667	11266	token			
156667	11268	has_token			
156667	11269	has_token			
156668	45	has	usd	6.75	
156668	20	has		option	
156668	10	has			
156668	49	has		6.25	
156665	156668	contains_item			
156668	6537	token			
156668	6539	has_token			
156668	6540	has_token			
156669	10	has		Hot n spicy!	
156669	45	has	usd	6.95	
156669	46	has		1	
156669	47	has		25	
156669	48	has		1	
156669	20	has		item	
156669	49	has		7.95	
156635	156669	says			
155224	156669	has_obtainable			
156669	156670	token			
156669	156672	has_token			
156669	156673	has_token			
156669	156674	has_token			
156669	156675	has_token			
156669	156676	has_token			
156670	156671	CommandNet>Relation			
156671	156672	CommandNet>Relation			
156671	156673	CommandNet>Relation			
156671	156674	CommandNet>Relation			
156671	156675	CommandNet>Relation			
156671	156676	CommandNet>Relation			
156677	50	has		1	
156677	20	has		price group	
156677	10	has			
156677	51	has		1	
156669	156677	contains_group			
156678	45	has	usd	6.95	
156678	20	has		option	
156678	10	has			
156678	49	has		5.95	
156677	156678	contains_item			
156678	96580	token			
156678	96582	has_token			
156679	45	has	usd	7.95	
156679	20	has		option	
156679	10	has			
156679	49	has		6.95	
156677	156679	contains_item			
156679	11266	token			
156679	11268	has_token			
156679	11269	has_token			
156680	45	has	usd	7.95	
156680	20	has		option	
156680	10	has			
156680	49	has		6.95	
156677	156680	contains_item			
156680	6537	token			
156680	6539	has_token			
156680	6540	has_token			
156681	10	has		"<font color=""red""><b>Hot & Spicy!</b></font>"	
156681	45	has	usd	6.95	
156681	46	has		1	
156681	47	has		25	
156681	48	has		1	
156681	20	has		item	
156681	49	has		7.95	
156635	156681	says			
155224	156681	has_obtainable			
156681	156682	token			
156681	156684	has_token			
156681	156685	has_token			
156681	156686	has_token			
156681	156687	has_token			
156682	156683	CommandNet>Relation			
156683	156684	CommandNet>Relation			
156683	156685	CommandNet>Relation			
156683	156686	CommandNet>Relation			
156683	156687	CommandNet>Relation			
156688	50	has		1	
156688	20	has		price group	
156688	10	has		 	
156688	51	has		1	
156681	156688	contains_group			
156689	45	has	usd	6.95	
156689	20	has		option	
156689	10	has			
156689	49	has		5.95	
156688	156689	contains_item			
156689	96580	token			
156689	96582	has_token			
156690	45	has	usd	7.95	
156690	20	has		option	
156690	10	has			
156690	49	has		6.95	
156688	156690	contains_item			
156690	11266	token			
156690	11268	has_token			
156690	11269	has_token			
156691	45	has	usd	7.95	
156691	20	has		option	
156691	10	has			
156691	49	has		6.95	
156688	156691	contains_item			
156691	6537	token			
156691	6539	has_token			
156691	6540	has_token			
156692	10	has		Includes French fries and cocktail sauce.	
156692	45	has	usd	8.95	
156692	46	has		1	
156692	47	has		25	
156692	48	has		1	
156692	20	has		item	
156692	49	has		8.95	
156635	156692	says			
155224	156692	has_obtainable			
156692	156693	token			
156692	156695	has_token			
156692	156696	has_token			
156692	156697	has_token			
156692	156698	has_token			
156692	156699	has_token			
156692	156700	has_token			
156693	156694	CommandNet>Relation			
156694	156695	CommandNet>Relation			
156694	156696	CommandNet>Relation			
156694	156697	CommandNet>Relation			
156694	156698	CommandNet>Relation			
156694	156699	CommandNet>Relation			
156694	156700	CommandNet>Relation			
156701	10	has			
156701	45	has	usd	1.8	
156701	46	has		1	
156701	47	has		25	
156701	48	has		1	
156701	20	has		item	
156701	49	has		1.8	
156635	156701	says			
155224	156701	has_obtainable			
156701	156702	token			
156701	156704	has_token			
156701	156705	has_token			
156701	156706	has_token			
156701	156707	has_token			
156702	156703	CommandNet>Relation			
156703	156704	CommandNet>Relation			
156703	156705	CommandNet>Relation			
156703	156706	CommandNet>Relation			
156703	156707	CommandNet>Relation			
156708	10	has			
156708	45	has	usd	7.95	
156708	46	has		1	
156708	47	has		25	
156708	48	has		1	
156708	20	has		item	
156708	49	has		12.95	
156635	156708	says			
155224	156708	has_obtainable			
156708	156709	token			
156708	156711	has_token			
156708	156712	has_token			
156708	156713	has_token			
156708	156714	has_token			
156709	156710	CommandNet>Relation			
156710	156711	CommandNet>Relation			
156710	156712	CommandNet>Relation			
156710	156713	CommandNet>Relation			
156710	156714	CommandNet>Relation			
156715	50	has		1	
156715	20	has		price group	
156715	10	has			
156715	51	has		1	
156708	156715	contains_group			
156716	45	has	usd	7.95	
156716	20	has		option	
156716	10	has			
156716	49	has		7.95	
156715	156716	contains_item			
156716	156717	token			
156716	156719	has_token			
156716	156720	has_token			
156717	156718	CommandNet>Relation			
156718	156719	CommandNet>Relation			
156718	156720	CommandNet>Relation			
156721	45	has	usd	11.95	
156721	20	has		option	
156721	10	has			
156721	49	has		11.95	
156715	156721	contains_item			
156721	156722	token			
156721	156724	has_token			
156721	156725	has_token			
156722	156723	CommandNet>Relation			
156723	156726	CommandNet>Relation			
156726	156724	CommandNet>Relation			object
156726	156725	CommandNet>Relation			subject
156727	50	has		1	
156727	20	has		option group	
156727	10	has			
156727	51	has		1	
156727	52	has		0	
156708	156727	contains_group			
156728	45	has	usd	0	
156728	20	has		option	
156728	10	has			
156728	49	has		0	
156727	156728	contains_item			
156728	655	token			
156728	657	has_token			
156728	658	has_token			
156729	45	has	usd	1	
156729	20	has		option	
156729	10	has			
156729	49	has		1	
156727	156729	contains_item			
156729	661	token			
156729	663	has_token			
156729	664	has_token			
156730	20	has		menu	
156730	10	has		Served without salt, sugar or corn starch. Only prepared with scallions, garlic and wine. All dished served steamed.	
155224	156730	contains_group			
156731	10	has		With broccoli, carrots and onions.	
156731	45	has	usd	7.95	
156731	46	has		1	
156731	47	has		25	
156731	48	has		1	
156731	20	has		item	
156731	49	has		7.95	
156730	156731	says			
155224	156731	has_obtainable			
156731	156732	token			
156731	156734	has_token			
156731	156735	has_token			
156731	156736	has_token			
156731	156737	has_token			
156731	156738	has_token			
156732	156733	CommandNet>Relation			
156733	156734	CommandNet>Relation			
156733	156735	CommandNet>Relation			
156733	156736	CommandNet>Relation			
156733	156737	CommandNet>Relation			
156733	156738	CommandNet>Relation			
156739	10	has		With broccoli, carrots and onions.	
156739	45	has	usd	7.95	
156739	46	has		1	
156739	47	has		25	
156739	48	has		1	
156739	20	has		item	
156739	49	has		7.95	
156730	156739	says			
155224	156739	has_obtainable			
156739	156740	token			
156739	156742	has_token			
156739	156743	has_token			
156739	156744	has_token			
156739	156745	has_token			
156739	156746	has_token			
156739	156747	has_token			
156739	156748	has_token			
156739	156749	has_token			
156740	156741	CommandNet>Relation			
156741	156750	CommandNet>Relation			
156741	156742	CommandNet>Relation			
156741	156743	CommandNet>Relation			
156741	156744	CommandNet>Relation			
156741	156748	CommandNet>Relation			
156750	156747	CommandNet>Relation			ignore
156750	156751	CommandNet>Relation			subject
156750	156749	CommandNet>Relation			object
156751	156745	CommandNet>Relation			subject
156751	156746	CommandNet>Relation			subject
156752	10	has		With broccoli, carrots and onions.	
156752	45	has	usd	9.25	
156752	46	has		1	
156752	47	has		25	
156752	48	has		1	
156752	20	has		item	
156752	49	has		9.25	
156730	156752	says			
155224	156752	has_obtainable			
156752	156753	token			
156752	156755	has_token			
156752	156756	has_token			
156752	156757	has_token			
156752	156758	has_token			
156752	156759	has_token			
156752	156760	has_token			
156752	156761	has_token			
156753	156754	CommandNet>Relation			
156754	156762	CommandNet>Relation			
156754	156755	CommandNet>Relation			
156754	156756	CommandNet>Relation			
156754	156757	CommandNet>Relation			
156754	156760	CommandNet>Relation			
156762	156761	CommandNet>Relation			object
156762	156758	CommandNet>Relation			subject
156762	156759	CommandNet>Relation			ignore
156763	10	has			
156763	45	has	usd	9.25	
156763	46	has		1	
156763	47	has		25	
156763	48	has		1	
156763	20	has		item	
156763	49	has		9.25	
156730	156763	says			
155224	156763	has_obtainable			
156763	156764	token			
156763	156766	has_token			
156763	156767	has_token			
156763	156768	has_token			
156763	156769	has_token			
156763	156770	has_token			
156763	156771	has_token			
156764	156765	CommandNet>Relation			
156765	156772	CommandNet>Relation			
156765	156766	CommandNet>Relation			
156765	156767	CommandNet>Relation			
156765	156768	CommandNet>Relation			
156772	156771	CommandNet>Relation			object
156772	156769	CommandNet>Relation			subject
156772	156770	CommandNet>Relation			ignore
156773	10	has			
156773	45	has	usd	9.25	
156773	46	has		1	
156773	47	has		25	
156773	48	has		1	
156773	20	has		item	
156773	49	has		9.25	
156730	156773	says			
155224	156773	has_obtainable			
156773	156774	token			
156773	156776	has_token			
156773	156777	has_token			
156773	156778	has_token			
156773	156779	has_token			
156773	156780	has_token			
156773	156781	has_token			
156773	156782	has_token			
156774	156775	CommandNet>Relation			
156775	156784	CommandNet>Relation			
156775	156776	CommandNet>Relation			
156775	156777	CommandNet>Relation			
156775	156778	CommandNet>Relation			
156783	156781	CommandNet>Relation			subject
156783	156782	CommandNet>Relation			subject
156784	156783	CommandNet>Relation			object
156784	156779	CommandNet>Relation			subject
156784	156780	CommandNet>Relation			ignore
156785	10	has			
156785	45	has	usd	10.75	
156785	46	has		1	
156785	47	has		25	
156785	48	has		1	
156785	20	has		item	
156785	49	has		10.75	
156730	156785	says			
155224	156785	has_obtainable			
156785	156786	token			
156785	156788	has_token			
156785	156789	has_token			
156785	156790	has_token			
156785	156791	has_token			
156785	156792	has_token			
156785	156793	has_token			
156786	156787	CommandNet>Relation			
156787	156794	CommandNet>Relation			
156787	156788	CommandNet>Relation			
156787	156789	CommandNet>Relation			
156787	156790	CommandNet>Relation			
156794	156793	CommandNet>Relation			object
156794	156791	CommandNet>Relation			subject
156794	156792	CommandNet>Relation			ignore
156795	10	has			
156795	45	has	usd	12.95	
156795	46	has		1	
156795	47	has		25	
156795	48	has		1	
156795	20	has		item	
156795	49	has		12.95	
156730	156795	says			
155224	156795	has_obtainable			
156795	156796	token			
156795	156798	has_token			
156795	156799	has_token			
156795	156800	has_token			
156795	156801	has_token			
156795	156802	has_token			
156795	156803	has_token			
156795	156804	has_token			
156795	156805	has_token			
156795	156806	has_token			
156795	156807	has_token			
156795	156808	has_token			
156795	156809	has_token			
156796	156797	CommandNet>Relation			
156797	156811	CommandNet>Relation			
156797	156798	CommandNet>Relation			
156797	156799	CommandNet>Relation			
156797	156800	CommandNet>Relation			
156797	156801	CommandNet>Relation			
156797	156808	CommandNet>Relation			
156810	156803	CommandNet>Relation			
156810	156804	CommandNet>Relation			subject
156810	156805	CommandNet>Relation			
156810	156806	CommandNet>Relation			subject
156810	156802	CommandNet>Relation			subject
156811	156810	CommandNet>Relation			subject
156811	156807	CommandNet>Relation			ignore
156811	156809	CommandNet>Relation			object
156812	20	has		menu	
156812	10	has		Textured vegetable protein, artificial chicken flavor without animal fat or preservatives.	
155224	156812	contains_group			
156813	10	has			
156813	45	has	usd	10.95	
156813	46	has		1	
156813	47	has		25	
156813	48	has		1	
156813	20	has		item	
156813	49	has		10.95	
156812	156813	says			
155224	156813	has_obtainable			
156813	156814	token			
156813	156816	has_token			
156813	156817	has_token			
156813	156818	has_token			
156813	156819	has_token			
156813	156820	has_token			
156813	156821	has_token			
156813	156822	has_token			
156814	156815	CommandNet>Relation			
156815	156823	CommandNet>Relation			
156815	156816	CommandNet>Relation			
156815	156817	CommandNet>Relation			
156815	156818	CommandNet>Relation			
156815	156822	CommandNet>Relation			
156823	156821	CommandNet>Relation			object
156823	156819	CommandNet>Relation			subject
156823	156820	CommandNet>Relation			ignore
156824	10	has			
156824	45	has	usd	10.95	
156824	46	has		1	
156824	47	has		25	
156824	48	has		1	
156824	20	has		item	
156824	49	has		10.95	
156812	156824	says			
155224	156824	has_obtainable			
156824	156825	token			
156824	156827	has_token			
156824	156828	has_token			
156824	156829	has_token			
156824	156830	has_token			
156824	156831	has_token			
156824	156832	has_token			
156824	156833	has_token			
156825	156826	CommandNet>Relation			
156826	156827	CommandNet>Relation			
156826	156828	CommandNet>Relation			
156826	156829	CommandNet>Relation			
156826	156830	CommandNet>Relation			
156826	156831	CommandNet>Relation			
156826	156832	CommandNet>Relation			
156826	156833	CommandNet>Relation			
156834	10	has		Hot n spicy!	
156834	45	has	usd	10.95	
156834	46	has		1	
156834	47	has		25	
156834	48	has		1	
156834	20	has		item	
156834	49	has		10.95	
156812	156834	says			
155224	156834	has_obtainable			
156834	156835	token			
156834	156837	has_token			
156834	156838	has_token			
156834	156839	has_token			
156834	156840	has_token			
156834	156841	has_token			
156834	156842	has_token			
156835	156836	CommandNet>Relation			
156836	156837	CommandNet>Relation			
156836	156838	CommandNet>Relation			
156836	156839	CommandNet>Relation			
156836	156840	CommandNet>Relation			
156836	156841	CommandNet>Relation			
156836	156842	CommandNet>Relation			
156843	10	has		Hot n spicy!	
156843	45	has	usd	10.95	
156843	46	has		1	
156843	47	has		25	
156843	48	has		1	
156843	20	has		item	
156843	49	has		10.95	
156812	156843	says			
155224	156843	has_obtainable			
156843	156844	token			
156843	156846	has_token			
156843	156847	has_token			
156843	156848	has_token			
156843	156849	has_token			
156843	156850	has_token			
156844	156845	CommandNet>Relation			
156845	156851	CommandNet>Relation			
156845	156846	CommandNet>Relation			
156845	156847	CommandNet>Relation			
156845	156848	CommandNet>Relation			
156851	156849	CommandNet>Relation			subject
156851	156850	CommandNet>Relation			subject
156852	10	has			
156852	45	has	usd	10.95	
156852	46	has		1	
156852	47	has		25	
156852	48	has		1	
156852	20	has		item	
156852	49	has		10.95	
156812	156852	says			
155224	156852	has_obtainable			
156852	156853	token			
156852	156855	has_token			
156852	156856	has_token			
156852	156857	has_token			
156852	156858	has_token			
156852	156859	has_token			
156852	156860	has_token			
156853	156854	CommandNet>Relation			
156854	156861	CommandNet>Relation			
156854	156855	CommandNet>Relation			
156854	156856	CommandNet>Relation			
156854	156857	CommandNet>Relation			
156861	156860	CommandNet>Relation			subject
156861	156858	CommandNet>Relation			subject
156861	156859	CommandNet>Relation			subject
156862	10	has		With broccoli, carrots and onions.	
156862	45	has	usd	10.95	
156862	46	has		1	
156862	47	has		25	
156862	48	has		1	
156862	20	has		item	
156862	49	has		10.95	
156812	156862	says			
155224	156862	has_obtainable			
156862	156863	token			
156862	156865	has_token			
156862	156866	has_token			
156862	156867	has_token			
156862	156868	has_token			
156862	156869	has_token			
156862	156870	has_token			
156862	156871	has_token			
156863	156864	CommandNet>Relation			
156864	156872	CommandNet>Relation			
156864	156865	CommandNet>Relation			
156864	156866	CommandNet>Relation			
156864	156867	CommandNet>Relation			
156864	156870	CommandNet>Relation			
156872	156871	CommandNet>Relation			object
156872	156868	CommandNet>Relation			subject
156872	156869	CommandNet>Relation			ignore
156873	20	has		menu	
156873	10	has		Served with rice.	
155224	156873	contains_group			
156874	10	has			
156874	45	has	usd	10.75	
156874	46	has		1	
156874	47	has		25	
156874	48	has		1	
156874	20	has		item	
156874	49	has		11.75	
156873	156874	says			
155224	156874	has_obtainable			
156874	156875	token			
156874	156877	has_token			
156874	156878	has_token			
156874	156879	has_token			
156874	156880	has_token			
156874	156881	has_token			
156875	156876	CommandNet>Relation			
156876	156882	CommandNet>Relation			
156876	156877	CommandNet>Relation			
156876	156878	CommandNet>Relation			
156882	156879	CommandNet>Relation			subject
156882	156880	CommandNet>Relation			ignore
156882	156881	CommandNet>Relation			object
156883	50	has		1	
156883	20	has		option group	
156883	10	has			
156883	51	has		1	
156883	52	has		0	
156874	156883	contains_group			
156884	45	has	usd	0	
156884	20	has		option	
156884	10	has			
156884	49	has		0	
156883	156884	contains_item			
156884	655	token			
156884	657	has_token			
156884	658	has_token			
156885	45	has	usd	1	
156885	20	has		option	
156885	10	has			
156885	49	has		1	
156883	156885	contains_item			
156885	661	token			
156885	663	has_token			
156885	664	has_token			
156886	10	has		Hot and Spicy!	
156886	45	has	usd	10.75	
156886	46	has		1	
156886	47	has		25	
156886	48	has		1	
156886	20	has		item	
156886	49	has		11.75	
156873	156886	says			
155224	156886	has_obtainable			
156886	156887	token			
156886	156889	has_token			
156886	156890	has_token			
156886	156891	has_token			
156886	156892	has_token			
156886	156893	has_token			
156886	156894	has_token			
156887	156888	CommandNet>Relation			
156888	156889	CommandNet>Relation			
156888	156890	CommandNet>Relation			
156888	156896	CommandNet>Relation			
156895	156894	CommandNet>Relation			subject
156895	156893	CommandNet>Relation			subject
156896	156895	CommandNet>Relation			object
156896	156891	CommandNet>Relation			subject
156896	156892	CommandNet>Relation			ignore
156897	50	has		1	
156897	20	has		option group	
156897	10	has			
156897	51	has		1	
156897	52	has		0	
156886	156897	contains_group			
156898	45	has	usd	0	
156898	20	has		option	
156898	10	has			
156898	49	has		0	
156897	156898	contains_item			
156898	655	token			
156898	657	has_token			
156898	658	has_token			
156899	45	has	usd	1	
156899	20	has		option	
156899	10	has			
156899	49	has		1	
156897	156899	contains_item			
156899	661	token			
156899	663	has_token			
156899	664	has_token			
156900	10	has		Hot and Spicy!	
156900	45	has	usd	10.75	
156900	46	has		1	
156900	47	has		25	
156900	48	has		1	
156900	20	has		item	
156900	49	has		11.75	
156873	156900	says			
155224	156900	has_obtainable			
156900	156901	token			
156900	156903	has_token			
156900	156904	has_token			
156900	156905	has_token			
156900	156906	has_token			
156901	156902	CommandNet>Relation			
156902	156903	CommandNet>Relation			
156902	156904	CommandNet>Relation			
156902	156905	CommandNet>Relation			
156902	156906	CommandNet>Relation			
156907	50	has		1	
156907	20	has		option group	
156907	10	has			
156907	51	has		1	
156907	52	has		0	
156900	156907	contains_group			
156908	45	has	usd	0	
156908	20	has		option	
156908	10	has			
156908	49	has		0	
156907	156908	contains_item			
156908	655	token			
156908	657	has_token			
156908	658	has_token			
156909	45	has	usd	1	
156909	20	has		option	
156909	10	has			
156909	49	has		1	
156907	156909	contains_item			
156909	661	token			
156909	663	has_token			
156909	664	has_token			
156910	10	has			
156910	45	has	usd	10.75	
156910	46	has		1	
156910	47	has		25	
156910	48	has		1	
156910	20	has		item	
156910	49	has		11.75	
156873	156910	says			
155224	156910	has_obtainable			
156910	156911	token			
156910	156913	has_token			
156910	156914	has_token			
156910	156915	has_token			
156910	156916	has_token			
156910	156917	has_token			
156910	156918	has_token			
156911	156912	CommandNet>Relation			
156912	156913	CommandNet>Relation			
156912	156914	CommandNet>Relation			
156912	156920	CommandNet>Relation			
156919	156918	CommandNet>Relation			subject
156919	156917	CommandNet>Relation			subject
156920	156919	CommandNet>Relation			object
156920	156915	CommandNet>Relation			subject
156920	156916	CommandNet>Relation			ignore
156921	50	has		1	
156921	20	has		option group	
156921	10	has			
156921	51	has		1	
156921	52	has		0	
156910	156921	contains_group			
156922	45	has	usd	0	
156922	20	has		option	
156922	10	has			
156922	49	has		0	
156921	156922	contains_item			
156922	655	token			
156922	657	has_token			
156922	658	has_token			
156923	45	has	usd	1	
156923	20	has		option	
156923	10	has			
156923	49	has		1	
156921	156923	contains_item			
156923	661	token			
156923	663	has_token			
156923	664	has_token			
156924	10	has		Hot and Spicy!	
156924	45	has	usd	10.75	
156924	46	has		1	
156924	47	has		25	
156924	48	has		1	
156924	20	has		item	
156924	49	has		11.75	
156873	156924	says			
155224	156924	has_obtainable			
156924	156925	token			
156924	156927	has_token			
156924	156928	has_token			
156924	156929	has_token			
156924	156930	has_token			
156925	156926	CommandNet>Relation			
156926	156931	CommandNet>Relation			
156926	156927	CommandNet>Relation			
156926	156928	CommandNet>Relation			
156931	156929	CommandNet>Relation			subject
156931	156930	CommandNet>Relation			subject
156932	50	has		1	
156932	20	has		option group	
156932	10	has			
156932	51	has		1	
156932	52	has		0	
156924	156932	contains_group			
156933	45	has	usd	0	
156933	20	has		option	
156933	10	has			
156933	49	has		0	
156932	156933	contains_item			
156933	655	token			
156933	657	has_token			
156933	658	has_token			
156934	45	has	usd	1	
156934	20	has		option	
156934	10	has			
156934	49	has		1	
156932	156934	contains_item			
156934	661	token			
156934	663	has_token			
156934	664	has_token			
156935	10	has		Hot and Spicy!	
156935	45	has	usd	10.75	
156935	46	has		1	
156935	47	has		25	
156935	48	has		1	
156935	20	has		item	
156935	49	has		11.75	
156873	156935	says			
155224	156935	has_obtainable			
156935	156936	token			
156935	156938	has_token			
156935	156939	has_token			
156935	156940	has_token			
156935	156941	has_token			
156936	156937	CommandNet>Relation			
156937	156938	CommandNet>Relation			
156937	156939	CommandNet>Relation			
156937	156940	CommandNet>Relation			
156937	156941	CommandNet>Relation			
156942	50	has		1	
156942	20	has		option group	
156942	10	has			
156942	51	has		1	
156942	52	has		0	
156935	156942	contains_group			
156943	45	has	usd	0	
156943	20	has		option	
156943	10	has			
156943	49	has		0	
156942	156943	contains_item			
156943	655	token			
156943	657	has_token			
156943	658	has_token			
156944	45	has	usd	1	
156944	20	has		option	
156944	10	has			
156944	49	has		1	
156942	156944	contains_item			
156944	661	token			
156944	663	has_token			
156944	664	has_token			
156945	10	has			
156945	45	has	usd	10.75	
156945	46	has		1	
156945	47	has		25	
156945	48	has		1	
156945	20	has		item	
156945	49	has		11.75	
156873	156945	says			
155224	156945	has_obtainable			
156945	156946	token			
156945	156948	has_token			
156945	156949	has_token			
156945	156950	has_token			
156945	156951	has_token			
156945	156952	has_token			
156945	156953	has_token			
156945	156954	has_token			
156946	156947	CommandNet>Relation			
156947	156955	CommandNet>Relation			
156947	156948	CommandNet>Relation			
156947	156949	CommandNet>Relation			
156947	156950	CommandNet>Relation			
156947	156951	CommandNet>Relation			
156947	156952	CommandNet>Relation			
156955	156953	CommandNet>Relation			subject
156955	156954	CommandNet>Relation			subject
156956	50	has		1	
156956	20	has		option group	
156956	10	has			
156956	51	has		1	
156956	52	has		0	
156945	156956	contains_group			
156957	45	has	usd	0	
156957	20	has		option	
156957	10	has			
156957	49	has		0	
156956	156957	contains_item			
156957	655	token			
156957	657	has_token			
156957	658	has_token			
156958	45	has	usd	1	
156958	20	has		option	
156958	10	has			
156958	49	has		1	
156956	156958	contains_item			
156958	661	token			
156958	663	has_token			
156958	664	has_token			
156959	10	has			
156959	45	has	usd	10.75	
156959	46	has		1	
156959	47	has		25	
156959	48	has		1	
156959	20	has		item	
156959	49	has		11.75	
156873	156959	says			
155224	156959	has_obtainable			
156959	156960	token			
156959	156962	has_token			
156959	156963	has_token			
156959	156964	has_token			
156959	156965	has_token			
156959	156966	has_token			
156959	156967	has_token			
156960	156961	CommandNet>Relation			
156961	156968	CommandNet>Relation			
156961	156962	CommandNet>Relation			
156961	156963	CommandNet>Relation			
156961	156967	CommandNet>Relation			
156968	156964	CommandNet>Relation			subject
156968	156965	CommandNet>Relation			ignore
156968	156966	CommandNet>Relation			object
156969	50	has		1	
156969	20	has		option group	
156969	10	has			
156969	51	has		1	
156969	52	has		0	
156959	156969	contains_group			
156970	45	has	usd	0	
156970	20	has		option	
156970	10	has			
156970	49	has		0	
156969	156970	contains_item			
156970	655	token			
156970	657	has_token			
156970	658	has_token			
156971	45	has	usd	1	
156971	20	has		option	
156971	10	has			
156971	49	has		1	
156969	156971	contains_item			
156971	661	token			
156971	663	has_token			
156971	664	has_token			
156972	10	has			
156972	45	has	usd	10.75	
156972	46	has		1	
156972	47	has		25	
156972	48	has		1	
156972	20	has		item	
156972	49	has		11.75	
156873	156972	says			
155224	156972	has_obtainable			
156972	156973	token			
156972	156975	has_token			
156972	156976	has_token			
156972	156977	has_token			
156972	156978	has_token			
156972	156979	has_token			
156972	156980	has_token			
156973	156974	CommandNet>Relation			
156974	156975	CommandNet>Relation			
156974	156976	CommandNet>Relation			
156974	156982	CommandNet>Relation			
156981	156980	CommandNet>Relation			subject
156981	156979	CommandNet>Relation			subject
156982	156981	CommandNet>Relation			object
156982	156977	CommandNet>Relation			subject
156982	156978	CommandNet>Relation			ignore
156983	50	has		1	
156983	20	has		option group	
156983	10	has			
156983	51	has		1	
156983	52	has		0	
156972	156983	contains_group			
156984	45	has	usd	0	
156984	20	has		option	
156984	10	has			
156984	49	has		0	
156983	156984	contains_item			
156984	655	token			
156984	657	has_token			
156984	658	has_token			
156985	45	has	usd	1	
156985	20	has		option	
156985	10	has			
156985	49	has		1	
156983	156985	contains_item			
156985	661	token			
156985	663	has_token			
156985	664	has_token			
156986	10	has		With broccoli, carrots and onions.	
156986	45	has	usd	10.75	
156986	46	has		1	
156986	47	has		25	
156986	48	has		1	
156986	20	has		item	
156986	49	has		11.75	
156873	156986	says			
155224	156986	has_obtainable			
156986	156987	token			
156986	156989	has_token			
156986	156990	has_token			
156986	156991	has_token			
156986	156992	has_token			
156986	156993	has_token			
156986	156994	has_token			
156987	156988	CommandNet>Relation			
156988	156995	CommandNet>Relation			
156988	156989	CommandNet>Relation			
156988	156990	CommandNet>Relation			
156988	156993	CommandNet>Relation			
156995	156994	CommandNet>Relation			object
156995	156991	CommandNet>Relation			subject
156995	156992	CommandNet>Relation			ignore
156996	50	has		1	
156996	20	has		option group	
156996	10	has			
156996	51	has		1	
156996	52	has		0	
156986	156996	contains_group			
156997	45	has	usd	0	
156997	20	has		option	
156997	10	has			
156997	49	has		0	
156996	156997	contains_item			
156997	655	token			
156997	657	has_token			
156997	658	has_token			
156998	45	has	usd	1	
156998	20	has		option	
156998	10	has			
156998	49	has		1	
156996	156998	contains_item			
156998	661	token			
156998	663	has_token			
156998	664	has_token			
156999	10	has		Hot and Spicy!	
156999	45	has	usd	10.75	
156999	46	has		1	
156999	47	has		25	
156999	48	has		1	
156999	20	has		item	
156999	49	has		11.75	
156873	156999	says			
155224	156999	has_obtainable			
156999	157000	token			
156999	157002	has_token			
156999	157003	has_token			
156999	157004	has_token			
156999	157005	has_token			
156999	157006	has_token			
157000	157001	CommandNet>Relation			
157001	157002	CommandNet>Relation			
157001	157003	CommandNet>Relation			
157001	157004	CommandNet>Relation			
157001	157005	CommandNet>Relation			
157001	157006	CommandNet>Relation			
157007	50	has		1	
157007	20	has		option group	
157007	10	has			
157007	51	has		1	
157007	52	has		0	
156999	157007	contains_group			
157008	45	has	usd	0	
157008	20	has		option	
157008	10	has			
157008	49	has		0	
157007	157008	contains_item			
157008	655	token			
157008	657	has_token			
157008	658	has_token			
157009	45	has	usd	1	
157009	20	has		option	
157009	10	has			
157009	49	has		1	
157007	157009	contains_item			
157009	661	token			
157009	663	has_token			
157009	664	has_token			
157010	10	has		Hot and Spicy!	
157010	45	has	usd	12.45	
157010	46	has		1	
157010	47	has		25	
157010	48	has		1	
157010	20	has		item	
157010	49	has		13.45	
156873	157010	says			
155224	157010	has_obtainable			
157010	157011	token			
157010	157013	has_token			
157010	157014	has_token			
157010	157015	has_token			
157010	157016	has_token			
157010	157017	has_token			
157010	157018	has_token			
157010	157019	has_token			
157010	157020	has_token			
157011	157012	CommandNet>Relation			
157012	157013	CommandNet>Relation			
157012	157014	CommandNet>Relation			
157012	157023	CommandNet>Relation			
